country,happiness_score,gdp_per_capita,family,health,freedom,government_trust,generosity,dystopia_residual,continent,year,rank
Canada,7.404,1.44015,1.0961,0.8276,0.5737,0.31329,0.44834,2.70485,North America,2019,6
United States of America,7.104,1.50796,1.04782,0.779,0.48163,0.14868,0.41077,2.72782,North America,2019,13
Mexico,6.778,1.11508,0.7146,0.71143,0.37709,0.18355,0.11735,3.55906,North America,2019,20
Canada,7.23210001,1.301647663,1.435391903,1.022501945,0.644028127,0.28152892,0.351701856,2.195269108,North America,2020,11
United States of America,6.939599991,1.37398684,1.404786706,0.831618011,0.534608245,0.298143059,0.152284741,2.344124794,North America,2020,18
Mexico,6.465000153,1.024387479,1.226333499,0.831601024,0.553892553,0.083094485,0.083133668,2.662540197,North America,2020,24
Denmark,7.526,1.44178,1.16374,0.79504,0.57941,0.44453,0.36171,2.73939,Europe,2019,1
Switzerland,7.509,1.52733,1.14524,0.86303,0.58557,0.41203,0.28083,2.69463,Europe,2019,2
Iceland,7.501,1.42666,1.18326,0.86733,0.56624,0.14975,0.47678,2.83137,Europe,2019,3
Norway,7.498,1.57744,1.1269,0.79579,0.59609,0.35776,0.37895,2.66465,Europe,2019,4
Finland,7.413,1.40598,1.13464,0.81091,0.57104,0.41004,0.25492,2.82596,Europe,2019,5
Netherlands,7.339,1.46468,1.02912,0.81231,0.55211,0.29927,0.47416,2.70749,Europe,2019,7
Sweden,7.291,1.45181,1.08764,0.83121,0.58218,0.40867,0.38254,2.54734,Europe,2019,10
Austria,7.119,1.45038,1.08383,0.80565,0.54355,0.21348,0.32865,2.69343,Europe,2019,12
Germany,6.994,1.44787,1.09774,0.81487,0.53466,0.28551,0.30452,2.50931,Europe,2019,15
Belgium,6.929,1.42539,1.05249,0.81959,0.51354,0.26248,0.2424,2.61355,Europe,2019,17
Ireland,6.907,1.48341,1.16157,0.81455,0.54008,0.29754,0.44963,2.15988,Europe,2019,18
Luxembourg,6.871,1.69752,1.03999,0.84542,0.5487,0.35329,0.27571,2.11055,Europe,2019,19
United Kingdom,6.725,1.40283,1.08672,0.80991,0.50036,0.27399,0.50156,2.14999,Europe,2019,22
Czech Republic,6.596,1.30915,1.00793,0.76376,0.41418,0.03986,0.09929,2.96211,Europe,2019,26
Malta,6.488,1.30782,1.09879,0.80315,0.54994,0.17554,0.56237,1.99032,Europe,2019,29
France,6.478,1.39488,1.00508,0.83795,0.46562,0.17808,0.1216,2.4744,Europe,2019,31
Spain,6.361,1.34253,1.12945,0.87896,0.37545,0.06137,0.17665,2.39663,Europe,2019,34
Slovakia,6.078,1.27973,1.08268,0.70367,0.23391,0.02947,0.13837,2.61065,Europe,2019,40
Italy,5.977,1.35495,1.04167,0.85102,0.18827,0.02556,0.16684,2.34918,Europe,2019,45
Moldova,5.897,0.69177,0.83132,0.52309,0.25202,0.01903,0.19997,3.38007,Europe,2019,49
Russia,5.856,1.23228,1.05261,0.58991,0.32682,0.03586,0.02736,2.59115,Europe,2019,50
Poland,5.835,1.24585,1.04685,0.69058,0.4519,0.055,0.14443,2.20035,Europe,2019,52
Lithuania,5.813,1.2692,1.06411,0.64674,0.18929,0.0182,0.02025,2.60525,Europe,2019,54
Belarus,5.802,1.13062,1.04993,0.63104,0.29091,0.17457,0.13942,2.38582,Europe,2019,55
Slovenia,5.768,1.29947,1.05613,0.79151,0.53164,0.03635,0.25738,1.79522,Europe,2019,56
Latvia,5.56,1.21788,0.95025,0.63952,0.27996,0.0889,0.17445,2.20859,Europe,2019,61
Romania,5.528,1.1697,0.72803,0.67602,0.36712,0.00679,0.12889,2.45184,Europe,2019,64
Estonia,5.517,1.27964,1.05163,0.68098,0.41511,0.18519,0.08423,1.81985,Europe,2019,65
Croatia,5.488,1.18649,0.60809,0.70524,0.23907,0.04002,0.18434,2.52462,Europe,2019,67
Kosovo,5.401,0.90145,0.66062,0.54,0.14396,0.06547,0.27992,2.80998,Europe,2019,68
Serbia,5.177,1.03437,0.81329,0.6458,0.15718,0.04339,0.20737,2.27539,Europe,2019,76
Bosnia and Herzegovina,5.163,0.93383,0.64367,0.70766,0.09511,0,0.29889,2.48406,Europe,2019,77
Montenegro,5.161,1.07838,0.74173,0.63533,0.15111,0.12721,0.17191,2.25531,Europe,2019,78
Hungary,5.145,1.24142,0.93164,0.67608,0.1977,0.04472,0.099,1.95473,Europe,2019,81
Portugal,5.123,1.27607,0.94367,0.79363,0.44727,0.01521,0.11691,1.53015,Europe,2019,84
Greece,5.033,1.24886,0.75473,0.80029,0.05822,0.04127,0,2.12944,Europe,2019,87
Albania,4.655,0.9553,0.50163,0.73007,0.31866,0.05301,0.1684,1.92816,Europe,2019,96
Ukraine,4.324,0.87287,1.01413,0.58628,0.12859,0.01829,0.20363,1.50066,Europe,2019,109
Bulgaria,4.217,1.11306,0.92542,0.67806,0.21219,0.00615,0.12793,1.15377,Europe,2019,115
Finland,7.808700085,1.285189509,1.499525905,0.961271405,0.66231674,0.159670442,0.477857262,2.762835026,Europe,2020,1
Denmark,7.645599842,1.326948524,1.503449202,0.979332566,0.665039897,0.242793396,0.495260328,2.432740688,Europe,2020,2
Switzerland,7.559899807,1.39077425,1.472403407,1.040533185,0.62895447,0.269055754,0.407945901,2.35026741,Europe,2020,3
Iceland,7.504499912,1.326501608,1.547567487,1.000843406,0.661980748,0.362330228,0.144540772,2.460688114,Europe,2020,4
Norway,7.487999916,1.42420733,1.495172501,1.008071899,0.670200884,0.287985086,0.434100568,2.168266296,Europe,2020,5
Netherlands,7.448900223,1.338946342,1.463645935,0.975675344,0.61362648,0.336317569,0.368569762,2.352117062,Europe,2020,6
Sweden,7.353499889,1.322235227,1.433347702,0.986470461,0.650297701,0.272827893,0.442066371,2.246299267,Europe,2020,7
Austria,7.294199944,1.317285538,1.437444925,1.000933528,0.603368878,0.255509764,0.281256139,2.398446083,Europe,2020,9
Luxembourg,7.237500191,1.536676049,1.387528419,0.986442685,0.610137045,0.19595392,0.367041469,2.153700352,Europe,2020,10
United Kingdom,7.164500237,1.273061037,1.457844973,0.97570008,0.525168657,0.373433441,0.322601646,2.236721992,Europe,2020,13
Ireland,7.093699932,1.446886778,1.470596433,0.975670695,0.587779939,0.295426995,0.373433262,1.943878174,Europe,2020,16
Germany,7.075799942,1.314184546,1.368543744,0.972114801,0.564274132,0.252037704,0.309362292,2.295249462,Europe,2020,17
Czech Republic,6.910900116,1.212322354,1.40528667,0.89456445,0.505744576,0.046325929,0.049803223,2.796808243,Europe,2020,19
Belgium,6.863500118,1.295842767,1.398677588,0.964901149,0.499805421,0.146966159,0.208724052,2.348626614,Europe,2020,20
Malta,6.772799969,1.252513289,1.442956924,0.972042024,0.633239031,0.341180831,0.178864077,1.952012062,Europe,2020,22
France,6.663799763,1.268129349,1.458839178,1.029714227,0.514050901,0.112607703,0.227303237,2.053198338,Europe,2020,23
Spain,6.400899887,1.230535269,1.421099186,1.051343083,0.425983816,0.16530548,0.109579779,1.997088432,Europe,2020,27
Italy,6.38740015,1.236396074,1.347296,1.022504926,0.321305573,0.170266211,0.040145598,2.249505997,Europe,2020,29
Slovenia,6.363399982,1.208652496,1.464677691,0.932548046,0.646700144,0.145701498,0.076516323,1.888586521,Europe,2020,32
Kosovo,6.325200081,0.840481341,1.183962822,0.672709167,0.557280421,0.325286865,0.008559024,2.736902714,Europe,2020,34
Slovakia,6.280600071,1.194837689,1.424331188,0.853465259,0.423542529,0.116729774,0.011291441,2.256422043,Europe,2020,36
Lithuania,6.215499878,1.193559647,1.432865739,0.795421183,0.42046079,0.053691041,0.081350274,2.238146067,Europe,2020,40
Poland,6.186299801,1.16922915,1.310399771,0.868038476,0.557903528,0.063374244,0.160541251,2.056797981,Europe,2020,41
Romania,6.123700142,1.120401621,1.1944381,0.79229486,0.534852326,0.068181619,0.000829569,2.412749767,Europe,2020,45
Estonia,6.021800041,1.192441225,1.453232527,0.842615008,0.576664805,0.125136748,0.201766819,1.629928112,Europe,2020,49
Hungary,6.000400066,1.164307117,1.423009396,0.806793869,0.386401802,0.070491239,0.027548173,2.121845722,Europe,2020,51
Latvia,5.949999809,1.14139545,1.414398789,0.777902424,0.329198807,0.075407945,0.090391524,2.121283054,Europe,2020,55
Portugal,5.910900116,1.168800831,1.339530349,0.979315281,0.589895189,0.053036947,0.027733466,1.752558708,Europe,2020,57
Serbia,5.77820015,0.988181829,1.327448964,0.828403294,0.395428419,0.15028289,0.059447147,2.029040098,Europe,2020,62
Bosnia and Herzegovina,5.674099922,0.91839546,1.203986526,0.813928187,0.305365741,0.264005244,0.001172487,2.16724205,Europe,2020,67
Moldova,5.607500076,0.707916796,1.237312198,0.713299453,0.389571488,0.174049184,0.014378744,2.370968342,Europe,2020,68
Montenegro,5.54610014,1.010150075,1.265657902,0.839028895,0.303223848,0.14901033,0.098435111,1.880565882,Europe,2020,70
Russia,5.546000004,1.126999617,1.378644109,0.68044591,0.399499595,0.099041916,0.045699362,1.815716743,Europe,2020,71
Belarus,5.539899826,1.018854499,1.38713932,0.75258857,0.290755868,0.08993306,0.193607435,1.8069911,Europe,2020,73
Greece,5.514999866,1.128070116,1.168973565,0.979431748,0.173516348,0,0.048844352,2.016179085,Europe,2020,74
Croatia,5.504700184,1.109024286,1.311264873,0.900575578,0.381456882,0.113998979,0.012325006,1.676029205,Europe,2020,75
Bulgaria,5.101500034,1.046554685,1.460578918,0.777776897,0.417820066,0.103833713,0,1.294961452,Europe,2020,90
Albania,4.882699966,0.906653047,0.830483913,0.846329629,0.461945891,0.171027765,0.025361285,1.640897036,Europe,2020,98
Ukraine,4.56069994,0.780434608,1.321316481,0.698674381,0.319423705,0.178551316,0.00965116,1.252669334,Europe,2020,113
New Zealand,7.334,1.36066,1.17278,0.83096,0.58147,0.41904,0.49401,2.47553,Australia,2019,8
Australia,7.313,1.44443,1.10476,0.8512,0.56837,0.32331,0.47407,2.5465,Australia,2019,9
New Zealand,7.299600124,1.242317915,1.48721838,1.008138299,0.646789908,0.325726211,0.461268276,2.128108025,Australia,2020,8
Australia,7.222799778,1.310396433,1.477146268,1.022607684,0.621877193,0.324973613,0.335996419,2.129804134,Australia,2020,12
Israel,7.267,1.33766,0.99537,0.84917,0.36432,0.08728,0.32288,3.31029,Asia,2019,11
Singapore,6.739,1.64555,0.86758,0.94719,0.4877,0.46987,0.32706,1.99375,Asia,2019,21
United Arab Emirates,6.573,1.57352,0.87114,0.72993,0.56215,0.35561,0.26591,2.21507,Asia,2019,27
Thailand,6.474,1.0893,1.04477,0.64915,0.49553,0.02833,0.58696,2.5796,Asia,2019,32
Saudi Arabia,6.379,1.48953,0.84829,0.59267,0.37904,0.30008,0.15457,2.61482,Asia,2019,33
Kuwait,6.239,1.61714,0.87758,0.63569,0.43166,0.23669,0.15965,2.28085,Asia,2019,37
Bahrain,6.218,1.44024,0.94397,0.65696,0.47375,0.25772,0.17147,2.27405,Asia,2019,38
Malaysia,6.005,1.25142,0.88025,0.62366,0.39031,0.09081,0.41474,2.35384,Asia,2019,42
Uzbekistan,5.987,0.73591,1.1681,0.50163,0.60848,0.28333,0.34326,2.34638,Asia,2019,44
Japan,5.921,1.38007,1.06054,0.91491,0.46761,0.18985,0.10224,1.80584,Asia,2019,47
Kazakhstan,5.919,1.22943,0.95544,0.57386,0.4052,0.11132,0.15011,2.49325,Asia,2019,48
South Korea,5.835,1.35948,0.72194,0.88645,0.25168,0.07716,0.18824,2.35015,Asia,2019,51
Turkmenistan,5.658,1.08017,1.03817,0.44006,0.37408,0.28467,0.22567,2.21489,Asia,2019,58
Cyprus,5.546,1.31857,0.70697,0.8488,0.29507,0.05228,0.27906,2.04497,Asia,2019,62
Turkey,5.389,1.16492,0.87717,0.64718,0.23889,0.12348,0.04707,2.29074,Asia,2019,69
Indonesia,5.314,0.95104,0.87625,0.49374,0.39237,0.00322,0.56521,2.03171,Asia,2019,70
Jordan,5.303,0.99673,0.86216,0.60712,0.36023,0.13297,0.14262,2.20142,Asia,2019,71
Azerbaijan,5.291,1.12373,0.76042,0.54504,0.35327,0.17914,0.0564,2.2735,Asia,2019,72
Philippines,5.279,0.81217,0.87877,0.47036,0.54854,0.11757,0.21674,2.23484,Asia,2019,73
China,5.245,1.0278,0.79381,0.73561,0.44012,0.02745,0.04959,2.17087,Asia,2019,74
Kyrgyzstan,5.185,0.56044,0.95434,0.55449,0.40212,0.04762,0.38432,2.28136,Asia,2019,75
Pakistan,5.132,0.68816,0.26135,0.40306,0.14622,0.1388,0.31185,3.18286,Asia,2019,82
Lebanon,5.129,1.12268,0.64184,0.76171,0.26228,0.03061,0.23693,2.07339,Asia,2019,83
Vietnam,5.061,0.74037,0.79117,0.66157,0.55954,0.11556,0.25075,1.9418,Asia,2019,85
Tajikistan,4.996,0.48835,0.75602,0.53119,0.43408,0.13509,0.25998,2.39106,Asia,2019,88
Mongolia,4.907,0.98853,1.08983,0.55469,0.35972,0.03285,0.34539,1.53586,Asia,2019,89
Iran,4.813,1.11758,0.38857,0.64232,0.22544,0.0557,0.38538,1.99817,Asia,2019,92
Nepal,4.793,0.44626,0.69699,0.50073,0.37012,0.07008,0.3816,2.32694,Asia,2019,94
Palestinian Territories,4.754,0.67024,0.71629,0.56844,0.17744,0.10613,0.11154,2.40364,Asia,2019,95
Bangladesh,4.643,0.54177,0.24749,0.52989,0.39778,0.12583,0.19132,2.60904,Asia,2019,97
Iraq,4.575,1.07474,0.59205,0.51076,0.24856,0.13636,0.19589,1.81657,Asia,2019,99
Sri Lanka,4.415,0.97318,0.84783,0.62007,0.50817,0.07964,0.46978,0.91681,Asia,2019,103
India,4.404,0.74036,0.29247,0.45091,0.40285,0.08722,0.25028,2.18032,Asia,2019,104
Myanmar,4.395,0.34112,0.69981,0.3988,0.42692,0.20243,0.81971,1.50655,Asia,2019,105
Armenia,4.36,0.86086,0.62477,0.64083,0.14037,0.03616,0.07793,1.97864,Asia,2019,107
Georgia,4.252,0.83792,0.19249,0.64035,0.32461,0.3188,0.06786,1.87031,Asia,2019,112
Cambodia,3.907,0.55604,0.5375,0.42494,0.58852,0.08092,0.40339,1.31573,Asia,2019,124
Yemen,3.724,0.57939,0.47493,0.31048,0.2287,0.05892,0.09821,1.97295,Asia,2019,129
Afghanistan,3.36,0.38227,0.11037,0.17344,0.1643,0.07112,0.31268,2.14558,Asia,2019,136
Israel,7.128600121,1.216463685,1.403256774,1.008052945,0.420699477,0.266861796,0.09989845,2.713358402,Asia,2020,14
United Arab Emirates,6.790800095,1.431086421,1.251170993,0.787814438,0.652936101,0.28065598,0.220213518,2.166965961,Asia,2020,21
Saudi Arabia,6.406499863,1.334328532,1.309950113,0.759818137,0.548477471,0.087440684,0.163322315,2.203118801,Asia,2020,26
Singapore,6.377099991,1.519580126,1.39545691,1.137814283,0.635317206,0.218770906,0.533162236,0.937031746,Asia,2020,30
Uzbekistan,6.257599831,0.696652949,1.434020042,0.716703713,0.693270326,0.363311023,0.280260265,2.073346615,Asia,2020,37
Bahrain,6.227300167,1.296692252,1.31532371,0.838836372,0.610399902,0.287453711,0.126697257,1.751917362,Asia,2020,39
Cyprus,6.15899992,1.21279943,1.149170756,1.026124597,0.459385872,0.227932334,0.051207144,2.032334805,Asia,2020,43
Kuwait,6.102099895,1.424833655,1.244779825,0.776468933,0.570261419,0.132751092,0.112814933,1.840167999,Asia,2020,46
Kazakhstan,6.057899952,1.122594237,1.453267694,0.698788941,0.497432142,0.153713793,0.110463686,2.021602631,Asia,2020,48
Philippines,6.006000042,0.775120676,1.245381713,0.602189481,0.621915162,0.129260212,0.130385727,2.501741886,Asia,2020,50
Thailand,5.998799801,1.007029295,1.347519517,0.793855846,0.609449804,0.376709014,0.031837862,1.832384109,Asia,2020,52
South Korea,5.872399807,1.245300651,1.133560538,1.022542596,0.25935635,0.170303866,0.094596282,1.946757078,Asia,2020,59
Japan,5.870800018,1.26672411,1.332338691,1.072881341,0.495465875,0.03571178,0.181439638,1.486200333,Asia,2020,60
Pakistan,5.69329977,0.616799474,0.872979581,0.469933242,0.405421734,0.228705063,0.122592121,2.976876736,Asia,2020,64
Tajikistan,5.555699825,0.474874616,1.218377709,0.680594802,0.521141171,0.182417125,0.221779913,2.25650835,Asia,2020,69
Kyrgyzstan,5.541500092,0.513180971,1.341036677,0.680645883,0.614617765,0.30137074,0.030466691,2.060206652,Asia,2020,72
Mongolia,5.456200123,0.904872775,1.458930612,0.615788162,0.355703115,0.263885736,0.046533126,1.810527563,Asia,2020,77
Malaysia,5.384300232,1.168421626,1.17400229,0.788511872,0.596941531,0.274886161,0.062163133,1.319420815,Asia,2020,78
Vietnam,5.353499889,0.718092382,1.253074765,0.819133997,0.650835574,0.136488721,0.089848459,1.685977936,Asia,2020,79
Indonesia,5.285600185,0.891720712,1.154800892,0.610437036,0.568161428,0.542646527,0.038278613,1.479573488,Asia,2020,80
Azerbaijan,5.164800167,0.990272701,1.180613041,0.731134057,0.467734724,0.040113214,0.247307181,1.507632971,Asia,2020,84
Nepal,5.137199879,0.444050372,1.100789309,0.66887939,0.480608255,0.300971806,0.127502963,2.014386892,Asia,2020,86
Turkey,5.131800175,1.127169251,1.197159171,0.781335294,0.25440076,0.085885569,0.120983243,1.564816713,Asia,2020,87
China,5.123899937,0.990533412,1.132080674,0.867248535,0.601605117,0.079021044,0.117255554,1.336181879,Asia,2020,88
Turkmenistan,5.119100094,1.008963585,1.510476947,0.612448037,0.515236676,0.323129326,0.03350389,1.115337372,Asia,2020,89
Cambodia,4.848400116,0.544634938,1.071426034,0.587904334,0.674940348,0.233342081,0.072837502,1.663300037,Asia,2020,99
Bangladesh,4.832799911,0.556156278,0.868800581,0.694940507,0.604130566,0.176745117,0.176735908,1.755261898,Asia,2020,100
Iraq,4.784800053,0.982018709,1.011466622,0.529350698,0.283588052,0.153002068,0.073164992,1.752173662,Asia,2020,103
Lebanon,4.771500111,0.889232516,1.19249332,0.788671136,0.18551667,0.158524141,0.021518147,1.53554225,Asia,2020,104
Armenia,4.676799774,0.808262408,1.034576893,0.77585727,0.378075808,0.107225738,0.104618184,1.468161583,Asia,2020,108
Georgia,4.672599792,0.847198069,0.7311939,0.694657624,0.485494107,0.047609735,0.174088076,1.69239831,Asia,2020,109
Iran,4.672399998,1.029322505,0.886271179,0.749053836,0.301195472,0.27697894,0.142651513,1.286969423,Asia,2020,110
Jordan,4.633399963,0.785179198,1.140118599,0.777624726,0.424855083,0.091494769,0.151878625,1.262258053,Asia,2020,111
Palestinian Territories,4.552800179,0.587819219,1.194755554,0.613826573,0.29870075,0.091816261,0.071913652,1.693985701,Asia,2020,115
Sri Lanka,4.327000141,0.897986948,1.19494009,0.792036712,0.528632462,0.252666146,0.049444564,0.611288548,Asia,2020,120
Myanmar,4.308000088,0.67809093,1.098178267,0.495443076,0.597478867,0.569813728,0.187530354,0.681462526,Asia,2020,122
India,3.573299885,0.730576158,0.644198656,0.54057014,0.581142247,0.237072483,0.105587982,0.734130859,Asia,2020,131
Yemen,3.527400017,0.392701775,1.177477121,0.41500017,0.243721485,0.094689012,0.087352127,1.116472721,Asia,2020,133
Afghanistan,2.566900015,0.30070585,0.356433839,0.266051531,0,0.135234714,0.001225785,1.507235646,Asia,2020,138
Algeria,6.355,1.05266,0.83309,0.61804,0.21006,0.16157,0.07044,3.40904,Africa,2019,35
Mauritius,5.648,1.14372,0.75695,0.66189,0.46145,0.05203,0.36951,2.20223,Africa,2019,59
Libya,5.615,1.06688,0.95076,0.52304,0.40672,0.10339,0.17087,2.39374,Africa,2019,60
Morocco,5.151,0.84058,0.38595,0.59471,0.25646,0.08404,0.04053,2.94891,Africa,2019,80
Tunisia,5.045,0.97724,0.43165,0.59577,0.23553,0.0817,0.03936,2.68413,Africa,2019,86
Nigeria,4.875,0.75216,0.64498,0.05108,0.27854,0.0305,0.23219,2.88586,Africa,2019,90
Zambia,4.795,0.61202,0.6376,0.23573,0.42662,0.11479,0.17866,2.58991,Africa,2019,93
Sierra Leone,4.635,0.36485,0.628,0,0.30685,0.08196,0.23897,3.01402,Africa,2019,98
Cameroon,4.513,0.52497,0.62542,0.12698,0.42736,0.06126,0.2268,2.5198,Africa,2019,100
Ethiopia,4.508,0.29283,0.37932,0.34578,0.36703,0.1717,0.29522,2.65614,Africa,2019,101
South Africa,4.459,1.02416,0.96053,0.18611,0.42483,0.08415,0.13656,1.64227,Africa,2019,102
Egypt,4.362,0.95395,0.49813,0.52116,0.18847,0.10393,0.12706,1.96895,Africa,2019,106
Kenya,4.356,0.52267,0.7624,0.30147,0.40576,0.06686,0.41328,1.88326,Africa,2019,108
Ghana,4.276,0.63107,0.49353,0.29681,0.40973,0.0326,0.21203,2.2002,Africa,2019,110
Congo (Kinshasa),4.272,0.05661,0.80676,0.188,0.15602,0.06075,0.25458,2.74924,Africa,2019,111
Congo (Brazzaville),4.236,0.77109,0.47799,0.28212,0.37938,0.09753,0.12077,2.10681,Africa,2019,113
Senegal,4.219,0.44314,0.77416,0.40457,0.31056,0.11681,0.19103,1.97861,Africa,2019,114
Mauritania,4.201,0.61391,0.84142,0.28639,0.1268,0.17955,0.22686,1.9263,Africa,2019,116
Zimbabwe,4.193,0.35041,0.71478,0.1595,0.25429,0.08582,0.18503,2.4427,Africa,2019,117
Malawi,4.156,0.08709,0.147,0.29364,0.4143,0.07564,0.30968,2.82859,Africa,2019,118
Gabon,4.121,1.15851,0.72368,0.3494,0.28098,0.09314,0.06244,1.45332,Africa,2019,119
Mali,4.073,0.31292,0.86333,0.16347,0.27544,0.13647,0.21064,2.11087,Africa,2019,120
Botswana,3.974,1.09426,0.89186,0.34752,0.44089,0.10769,0.12425,0.96741,Africa,2019,122
Ivory Coast,3.916,0.55507,0.57576,0.04476,0.40663,0.1553,0.20338,1.97478,Africa,2019,123
Niger,3.856,0.1327,0.6053,0.26162,0.38041,0.17176,0.2097,2.09469,Africa,2019,125
Chad,3.763,0.42214,0.63178,0.03824,0.12807,0.04952,0.18667,2.30637,Africa,2019,126
Burkina Faso,3.739,0.31995,0.63054,0.21297,0.3337,0.12533,0.24353,1.87319,Africa,2019,127
Uganda,3.739,0.34719,0.90981,0.19625,0.43653,0.06442,0.27102,1.51416,Africa,2019,128
Madagascar,3.695,0.27954,0.46115,0.37109,0.13684,0.07506,0.2204,2.15075,Africa,2019,130
Tanzania,3.666,0.47155,0.77623,0.357,0.3176,0.05099,0.31472,1.37769,Africa,2019,131
Liberia,3.622,0.10706,0.50353,0.23165,0.25748,0.04852,0.24063,2.23284,Africa,2019,132
Rwanda,3.515,0.32846,0.61586,0.31865,0.5432,0.50521,0.23552,0.96819,Africa,2019,134
Benin,3.484,0.39499,0.10419,0.21028,0.39747,0.06681,0.2018,2.10812,Africa,2019,135
Togo,3.303,0.28123,0,0.24811,0.34678,0.11587,0.17517,2.1354,Africa,2019,137
Burundi,2.905,0.06831,0.23442,0.15747,0.0432,0.09419,0.2029,2.10404,Africa,2019,138
Mauritius,6.101299763,1.07366395,1.395666838,0.763389409,0.590838134,0.186894551,0.084088229,2.006720543,Africa,2020,47
Libya,5.488800049,1.021913767,1.196283698,0.615626633,0.451354057,0.142757699,0.172258079,1.888563156,Africa,2020,76
